adid,bkid
362,3455
727,3463
994,3465
1079,3470
509,3486
502,3496
760,3500
498,3527
951,3546
517,3557
1082,3567
19,3574
931,3578
1034,3581
171,3582
879,3585
892,3586
280,3588
498,3594
882,3596
661,5639
1136,3601
228,3604
826,3606
376,3608
33,3609
419,3610
609,3613
394,3614
392,3615
34,3618
668,3620
796,3623
695,3625
689,3626
40,3628
239,3629
591,3632
239,3634
103,3635
331,3636
792,3637
103,3640
749,3641
666,3642
394,3644
28,3645
1111,3647
7,3648
676,3650
802,3652
127,3655
790,3657
668,3662
408,3663
721,3666
706,3668
611,3669
796,3673
112,3674
682,3675
392,3676
390,3677
396,3678
682,3679
394,3687
879,3688
43,3690
230,3691
195,3693
788,3696
747,3697
788,3701
384,3702
884,3704
127,3707
374,3708
689,3710
98,3711
735,3712
709,3713
775,3714
244,3715
75,3716
736,3718
204,3719
85,3720
204,3724
610,3725
705,3726
32,3727
711,3728
714,3729
109,3731
221,3732
1126,3735
621,3734
256,3736
700,3737
123,3738
329,3741
39,3744
111,3745
1003,2088
765,2121
728,2133
755,2152
193,2180
134,2461
707,2474
19,2476
398,2484
707,2493
714,2507
374,2525
679,2535
127,2536
906,2538
1133,2852
183,2865
423,2855
384,2857
357,2859
583,3042
71,3208
599,3218
329,3220
695,3227
1004,3229
608,3231
79,3235
963,4591
529,4598
951,4600
315,4602
424,2228
520,2229
478,2231
112,2245
357,2248
428,2270
799,2273
260,2278
530,2284
355,2288
461,2291
660,2307
553,2316
29,2320
1115,2321
573,2329
426,2333
177,2334
97,2335
41,2337
169,2339
129,2341
893,2353
171,2348
256,2355
289,2362
138,2364
626,2368
233,2370
289,2371
52,2373
308,2376
571,2379
513,2381
749,2386
742,2398
1007,2407
94,2413
354,2430
60,2431
551,2432
543,2433
616,2450
127,2465
378,2472
104,2475
773,2480
717,2498
338,2504
779,2508
490,2523
773,2537
606,2548
747,2550
610,2552
136,2556
628,2557
835,2560
102,2561
625,2565
690,2571
392,2574
685,4643
624,2584
978,2586
606,2587
14,2588
666,2593
802,2594
1129,2595
792,2598
138,2600
592,2606
127,2611
748,2612
336,2615
834,2616
226,2619
590,2621
591,2622
623,2624
391,2625
43,2626
690,2629
229,2630
929,2632
655,2633
220,2636
682,2644
700,2653
117,2659
911,2671
1018,2679
773,2680
965,2681
18,2684
102,2686
723,2687
229,2693
929,2700
602,2701
407,2703
617,2705
687,2708
401,2711
226,2717
632,2723
331,2725
150,2726
69,2727
96,2728
89,2731
790,2733
762,2737
101,2741
419,2742
145,2745
602,2749
762,2750
90,2753
384,2757
112,2758
704,2763
678,2765
27,2766
621,2773
589,2776
365,2781
725,2784
244,2787
860,2788
337,2790
234,2794
104,2798
591,2799
702,2806
195,2808
217,2812
796,2814
699,2815
142,2816
711,2829
169,2836
289,2837
994,2841
514,2845
165,2847
453,2856
803,2858
718,2862
423,2864
288,2868
727,2869
584,2870
367,2872
670,2875
992,2877
670,2886
1030,2887
994,2888
801,2889
161,2896
437,2897
22,2901
782,2902
280,2905
73,2909
956,2912
344,2917
578,2918
304,2925
902,2929
1033,2930
585,2931
453,2932
857,2937
1067,2942
706,2945
181,2949
500,2951
47,2954
561,2964
729,2967
802,2969
882,2971
49,2972
302,2973
290,2974
622,2239
937,2269
314,2279
768,2303
714,2309
430,2331
207,2343
806,2344
309,2352
978,2409
415,2421
381,2478
796,2573
719,2590
803,2628
802,2637
94,2641
683,2643
621,2651
610,2665
449,2702
71,2704
122,2706
386,2715
207,2722
879,2736
747,2764
331,2769
751,2770
911,2771
393,2777
740,2802
599,2805
112,2818
312,2839
892,2850
181,2853
1067,2860
728,2866
362,2883
178,2899
302,2900
283,2908
768,2911
786,2913
768,2936
1079,2940
578,2941
517,2944
565,2955
799,2957
315,2962
530,2976
455,2977
312,2983
171,2989
502,2992
260,2993
426,3000
169,3004
533,3007
312,3010
517,3015
286,3020
963,3026
292,3030
307,3031
69,3043
914,3045
1133,3053
1003,3055
73,3059
764,3094
180,3097
487,3104
102,3105
631,3114
111,3133
329,3136
106,3138
779,3142
382,3145
682,3147
792,3148
384,3151
383,3152
680,3153
352,3154
892,3157
284,3158
490,3159
180,3162
64,3164
107,3175
472,3177
1133,3180
787,3194
689,3204
134,3209
920,3213
592,3221
391,3222
710,3224
1007,3234
409,3237
36,3255
621,3256
671,3257
393,3260
127,3262
348,3263
69,3266
658,3269
461,3271
264,3278
75,3273
453,3274
516,3281
344,3282
82,3283
1039,3284
542,3287
291,3288
931,3290
268,3293
279,3296
517,3299
1139,3300
1033,3301
555,3302
318,3303
540,3304
471,3305
279,3306
916,3307
711,3308
74,3309
768,3310
550,3311
1024,3314
57,3316
282,3317
436,3318
983,3319
493,3320
411,3321
695,3322
394,3323
782,3324
799,3325
1104,3326
983,3327
283,3328
912,3329
573,3344
303,3381
852,3380
505,3338
540,3340
553,3341
1033,3343
743,3345
362,3347
322,3351
1137,3354
516,3355
766,3357
52,3359
1030,3360
356,3361
1030,3364
879,3366
453,3370
531,3371
461,3372
870,3373
806,3375
188,3376
292,3378
423,3379
64,3382
304,3384
1137,3386
457,3388
723,3389
302,3391
508,3396
181,3397
356,4599
542,4604
160,4606
915,4620
690,4623
30,4624
604,4625
530,4628
357,4631
1065,4633
280,4634
953,4635
268,4636
718,4638
710,4646
690,4652
395,4662
1074,4664
723,4670
721,4683
683,4686
714,4687
487,4691
709,4695
779,4697
719,4702
835,4707
680,4708
1017,4714
1161,4717
672,4719
1018,4725
689,4726
788,4728
720,4729
700,4731
700,4733
1074,4734
436,4735
394,4737
669,4738
578,4739
1126,4741
676,4743
668,4744
1163,4756
1164,4757
699,4758
800,4761
690,4763
937,4765
714,4767
406,4769
655,4776
710,4779
327,4788
884,4789
789,4791
679,4802
937,4815
699,4817
706,4824
670,4825
806,4826
327,4828
391,4832
394,4833
713,4836
584,4843
689,4844
395,4851
1038,4855
1003,4871
787,4873
671,4876
478,4902
578,4903
381,4920
835,4923
679,4926
660,4928
690,4931
721,4933
1168,4935
687,4939
690,4941
689,4942
706,4945
685,4949
706,4951
690,4952
1171,4956
1073,4958
1174,4967
608,4968
1176,4973
717,4975
605,4976
690,4978
688,4980
670,4981
631,4982
704,4983
631,4986
1165,4987
671,4990
611,4994
690,4998
1172,5002
704,5004
1173,5005
1180,5008
677,5009
705,5010
717,5012
619,5013
706,5014
598,5015
709,5017
598,5018
1159,5019
1072,5020
601,5021
1164,5022
1176,5023
1179,5026
665,5027
685,5028
711,5029
1073,5030
619,5031
1178,5032
689,5033
666,5035
607,5036
747,5037
703,5038
1174,5039
704,5040
1165,5042
598,5044
1178,5046
794,5047
598,5048
749,5050
690,5051
1155,5052
711,5053
678,5054
598,5055
704,5056
705,5060
1176,5061
714,5063
1074,5064
1171,5065
598,5066
735,5068
1184,5070
752,5073
678,5076
1181,5080
601,5081
704,5085
687,5087
601,5088
611,5089
704,5090
1177,5092
661,5095
1177,5097
1176,5098
589,5099
1155,5100
1185,5101
689,5103
704,5106
1176,5107
747,5108
704,5111
666,5112
717,5116
705,5119
1176,5120
670,5123
677,5125
681,5126
1163,5130
1038,4671
720,4774
1165,4780
436,4799
487,4842
1074,4993
1178,4995
661,5079
18,5131
1186,5134
502,5136
199,5137
779,5140
721,5145
436,5146
169,5150
143,5152
559,5153
143,5154
177,5156
402,5159
570,5160
179,5162
217,5163
112,5166
160,5169
931,5173
902,5176
109,5179
141,5181
206,5182
932,5183
680,5184
1126,5186
1126,5188
1139,5191
848,5192
404,5195
570,5197
226,5208
665,5209
531,5212
901,5213
587,5214
1139,5217
522,5221
315,5222
783,5224
687,5225
674,5229
1005,5231
1139,5233
316,5235
796,5237
380,5242
98,5244
548,5245
706,5250
994,5251
74,5252
832,5253
886,5254
682,5257
520,5258
839,5260
29,5262
575,5263
381,5265
432,5267
381,5269
155,5270
685,5272
29,5274
279,5275
1038,5277
133,5281
312,5282
730,5283
177,5285
141,5286
981,5288
610,5289
1074,5290
129,5292
432,5293
160,5294
1065,5296
160,5297
906,5298
309,5301
390,5302
1188,5303
167,5305
806,5308
1190,5310
59,5311
179,5312
177,5313
873,5315
1093,5319
729,5320
102,5321
1191,5330
43,5332
168,5333
1093,5334
1062,5335
1003,5336
1082,5340
682,5345
541,5346
99,5347
901,5348
309,5349
1194,5350
1140,5352
1082,5353
434,5354
312,5356
177,5357
1039,5361
431,5364
134,5367
1079,5368
104,5370
285,5371
230,5373
100,5374
196,5377
873,5379
765,5380
1196,5381
117,5383
228,5385
546,5386
143,5387
1062,5388
609,5391
290,5410
144,5417
617,5426
109,5433
160,5443
929,5444
261,5450
236,5454
551,5456
237,5462
306,5463
1197,5467
544,5468
162,5472
158,5473
532,5475
1126,5478
677,5479
493,5480
1137,5483
305,5487
791,5491
685,5498
306,5500
305,5503
438,5510
111,5517
153,5525
729,5526
167,5530
833,5534
1191,5537
532,5538
549,5540
179,5546
317,5547
98,5554
1035,5559
169,5561
159,5562
690,5564
1116,5572
690,5576
622,5586
1078,5590
992,5592
682,5593
690,5595
1062,5597
322,5599
774,4712
1162,4720
395,4730
13,4740
690,4793
704,4795
703,4846
723,4847
391,4848
655,4849
672,4863
775,4864
478,4865
800,4879
792,4880
709,4881
689,4885
783,4891
1039,4894
689,4895
487,4907
13,4912
690,4913
394,4914
389,4915
478,4916
705,4997
1165,5003
704,5006
610,5016
711,5049
689,5058
678,5067
1177,5069
661,5083
1074,5084
1180,5094
685,5121
703,5124
680,5141
682,5167
1016,5180
1126,5187
301,5219
681,5226
520,5403
1136,5485
125,5539
354,5601
356,5609
125,5612
169,5614
622,5620
89,5621
163,5622
275,5623
524,5624
354,5631
1065,5634
197,5636
661,5640
600,5641
1003,5642
1074,5643
98,5651
937,5652
832,5656
1113,5657
154,5658
1101,5663
1104,5668
57,5673
534,5678
1079,5679
84,5687
1082,5689
958,5693
901,5696
793,5698
381,5701
566,5704
1204,5708
685,5710
685,5711
84,5714
517,5715
1067,5719
409,5720
571,5721
353,5724
1024,5725
525,5732
902,5734
1080,5736
937,5737
112,5738
1033,5739
1067,5740
545,5742
306,5750
1205,5754
1180,5766
665,5770
668,5777
718,5778
719,5792
723,5798
705,5799
1126,5802
677,5807
1208,5808
1074,5809
1209,5810
1126,5813
681,5814
681,5816
685,5817
754,5819
1074,5823
706,5824
1074,5827
1180,5828
677,5829
1211,5833
1212,5835
693,5836
708,5837
670,5844
1213,5846
718,5848
698,5853
589,5855
710,5856
1176,5866
720,5867
1165,5869
704,5870
704,5876
685,5882
1165,5883
1208,5884
713,5885
670,5886
668,5889
670,5893
718,5895
1149,5898
713,5899
681,5900
1176,5907
717,5912
711,5915
1074,5917
712,5919
681,5921
667,5922
1211,5923
1207,5926
670,5927
713,5928
1216,5930
629,5931
710,5932
1176,5933
703,5937
667,5938
1217,5940
665,5941
693,5943
685,5944
711,5945
1216,5946
692,5948
717,5952
677,5954
1180,5955
680,5959
670,5966
1074,5970
602,5971
1176,5972
1221,5973
1191,5974
1163,5976
680,5977
711,5980
628,5981
685,5988
1183,5135
1038,5142
721,5144
160,5168
501,5189
439,5196
519,5200
903,5202
520,5384
578,5392
100,5399
301,5400
26,5402
305,5408
353,5415
545,5419
579,5420
571,5423
873,5424
519,5425
436,5429
285,5432
796,5437
112,5438
877,5440
806,5448
903,5452
504,5453
161,5458
1114,5466
154,5471
101,5481
544,5484
102,5522
551,5579
520,5580
1201,5581
661,5583
1092,5587
437,5625
315,5626
570,5633
1097,5670
587,5672
1039,5674
283,5743
704,5820
665,5822
1208,5861
706,5864
711,5873
1074,5881
1216,5896
631,5910
1211,5936
631,5939
1074,5984
704,5987
1165,5990
1219,5991
665,5993
699,5997
665,6000
1207,6001
1176,6004
677,6005
706,6006
689,6008
237,6010
117,6013
136,6015
113,6017
102,6018
78,6023
229,6027
699,6028
161,6033
44,6037
26,6042
182,6044
1137,6046
199,6047
141,6054
89,6055
188,6057
125,6058
188,6061
102,6062
314,6063
47,6066
178,6072
100,6075
76,6086
29,6089
89,6093
159,6096
52,6099
900,6103
387,6105
748,6108
774,6111
774,6112
719,6113
609,6118
1065,6123
551,6128
329,6136
329,6147
720,6156
792,6158
1225,6165
1228,6167
601,6168
1183,6172
598,6174
689,6175
1232,6176
1233,6177
1183,6182
607,6183
602,6184
1225,6185
397,6186
596,6187
1235,6191
1228,6192
688,6193
790,6197
615,6201
618,6203
379,6204
621,6205
618,6210
1166,6213
704,6214
1238,6215
1239,6216
1240,6218
1237,6220
783,6224
327,6225
1237,6226
797,6229
584,6233
615,6234
1244,6235
327,6236
685,6239
680,6241
1168,6244
1074,6245
680,6247
1246,6250
689,6252
675,6258
778,6259
665,6260
680,6261
681,6262
678,6263
774,6264
394,6265
1238,6266
1247,6267
1172,6268
1248,6269
371,6270
1250,6272
621,6273
628,6281
398,6283
591,6284
590,6285
413,6286
578,6294
1244,6295
578,6298
578,6299
1238,6301
1166,6302
1165,6304
1244,6306
1166,6307
1244,6308
1237,6309
774,6310
584,6315
1243,6317
1078,5497
931,5499
44,5501
375,5502
85,5508
433,5511
171,5515
209,5521
551,5532
829,5535
117,5613
131,5627
571,5647
353,5653
540,5659
239,5662
428,5665
478,5706
569,5747
1168,5760
670,5780
1074,5786
1074,5790
1208,5815
683,5847
705,5854
704,5920
1149,5934
1216,5949
712,5956
747,5986
279,6074
342,6095
361,6107
688,6148
387,6160
718,6161
721,6162
720,6163
681,6164
773,6166
1231,6173
1231,6179
1174,6180
1225,6181
369,6188
598,6190
1174,6195
790,6198
1225,6200
1166,6202
480,6206
621,6207
1236,6208
614,6209
480,6211
1241,6219
617,6228
1244,6232
680,6243
683,6246
683,6248
678,6254
690,6255
787,6257
398,6282
629,6287
401,6290
798,6292
1237,6303
327,6305
774,6311
709,6313
578,6321
717,6336
689,6337
721,6339
1160,6347
678,6355
13,6356
689,6358
1254,6360
1256,6367
670,6368
1074,6371
665,6373
1258,6374
1176,6375
1219,6376
670,6379
1208,6382
709,6385
1074,6386
670,6392
1191,6393
1207,6394
706,6395
719,6397
693,6398
713,6400
687,6401
665,6403
226,6404
1254,6406
1257,6407
29,6409
512,6410
1259,6411
526,6412
1260,6416
1257,6417
1261,6418
1257,6419
29,6420
1261,6424
756,6425
29,6426
756,6427
1192,6429
703,6430
719,6431
1216,6432
1074,6434
1262,6435
29,6439
719,6440
690,6441
1191,6442
668,6443
710,6444
696,6445
1165,6447
1192,6450
1176,6453
1225,6454
1149,6455
685,6456
1192,6459
1219,6460
756,6463
703,6464
1125,6466
1219,6467
696,6468
692,6469
680,6471
1222,6475
1180,6476
627,6479
1222,6480
1126,6483
683,6486
1220,6488
626,6490
1254,6492
1216,6493
690,6496
703,6497
691,6499
668,6503
1222,6504
1191,6505
1126,6509
708,6510
690,6511
494,6513
719,6514
1176,6516
1192,6520
705,6521
66,6525
695,6528
1176,6531
690,6532
722,6534
1222,6536
1225,6537
494,6538
1263,6539
1126,6540
719,6541
1160,6544
722,6545
713,6546
84,6547
680,6548
710,6549
680,6551
1229,6169
331,6171
601,6199
628,6289
632,6291
584,6297
1238,6300
1166,6312
1237,6319
1244,6322
1239,6323
327,6327
709,6331
708,6335
680,6342
680,6343
787,6345
685,6348
719,6351
681,6354
685,6359
1254,6363
1180,6366
494,6369
684,6378
718,6380
85,6383
696,6388
718,6390
1074,6391
701,6396
1208,6402
1257,6405
1254,6408
1257,6413
29,6414
1257,6415
1225,6436
29,6449
1218,6458
1165,6462
1192,6465
690,6472
710,6474
1191,6477
1176,6478
1126,6481
1222,6482
714,6485
122,6494
1192,6498
713,6500
1160,6501
1176,6502
668,6512
703,6517
1185,6524
1165,6527
1094,6529
665,6530
1149,6533
692,6535
1264,6542
695,6550
703,6552
704,6557
1265,6558
1165,6559
1126,6560
704,6561
152,6562
680,6564
1265,6566
690,6572
1216,6574
718,6576
705,6578
1219,6581
1180,6583
670,6584
1168,6586
695,6587
1267,6591
1266,6593
694,6596
721,6598
1149,6599
1074,6600
723,6601
704,6603
720,6606
705,6608
683,6609
708,6610
1268,6611
684,6620
1222,6621
1267,6623
674,6626
1192,6629
84,6630
692,6631
1176,6634
1266,6637
84,6644
1165,6647
708,6648
1266,6649
665,6650
1269,6651
126,6652
691,6653
708,6654
621,6230
608,6655
670,6661
688,6663
440,6667
386,6668
436,6669
1270,6671
436,6673
709,6676
724,6680
1074,6681
389,6682
1038,6683
721,6696
1166,6700
689,6701
709,6702
661,6706
712,6710
661,6712
708,6714
787,6715
712,6717
389,6719
709,6720
493,3062
583,3068
1020,3078
655,3081
177,3082
1034,3088
29,3090
487,3101
226,3103
929,3107
103,3109
419,3110
683,3120
709,3121
94,3125
24,3126
749,3129
239,3131
826,3132
762,3183
550,3186
473,3189
1137,3190
41,3198
22,3265
66,3398
1024,3399
291,3400
583,3402
722,3406
543,3409
356,3410
285,3415
1067,3420
508,3422
64,3423
47,3425
931,3426
66,3427
553,3428
786,3433
964,3434
806,3437
170,3438
82,3439
918,3440
1133,3441
435,3443
1039,3444
1034,3447
555,3448
1063,3449
1034,3450
461,3452
953,3453
928,3456
729,3457
525,3458
80,3459
1035,3460
548,3461
951,3462
456,3464
362,3467
585,3468
587,3469
169,3471
742,3472
1018,3473
383,3474
1003,3475
502,3477
760,3479
1033,3480
768,3481
1071,3485
514,3487
275,3488
930,3489
509,3490
439,3491
573,3492
552,3493
502,3494
169,3495
362,3497
508,3498
207,5826
1033,3501
356,3502
556,3505
1032,3506
412,3508
730,3510
782,3511
155,3513
587,3515
937,3516
282,3517
498,3518
506,3519
765,3520
1034,3525
525,3528
578,3531
438,3533
301,3534
870,3535
157,3536
167,3539
983,3540
904,3542
423,3544
269,3547
167,3548
509,3550
532,3554
506,3555
453,3558
975,3559
954,3560
585,3564
892,3568
531,3571
664,3575
525,3576
975,3577
852,3579
532,3580
778,3583
1034,3584
513,3587
729,3589
992,3590
1034,3591
547,3592
544,3593
550,3595
1005,3597
508,3599
690,3600
394,3602
707,3603
80,3605
394,3607
134,3611
368,3612
1005,3617
884,3619
136,3621
395,3622
670,3624
110,3627
803,3630
880,3631
1136,3633
670,3638
708,3639
690,3643
199,3646
690,3649
96,3651
607,3653
806,3654
803,3656
859,3658
852,3659
330,3660
690,3661
897,3664
706,3665
1064,3667
827,3670
407,3671
412,3672
243,3680
256,3681
763,3682
702,3683
755,3684
620,3685
706,3686
699,3689
714,3692
965,3694
993,3695
802,3698
700,3699
783,6217
783,6324
584,6325
705,6334
1222,6451
1223,6452
1149,6487
704,6543
1216,6568
1219,6570
704,6579
1074,6582
710,6633
1038,6666
13,6688
717,6707
880,3700
141,3706
879,3709
111,3722
700,3730
709,3739
100,3746
629,3748
100,3749
708,3750
682,3753
717,3754
255,3759
113,3760
220,3762
29,3763
13,3764
672,3766
724,3767
607,3768
725,3769
779,3770
779,3772
373,3773
683,3777
810,3779
623,3780
826,3781
131,3782
1005,3786
221,3787
487,3788
406,3789
666,3797
67,3798
112,3799
724,3800
682,3804
122,3807
1074,3808
689,3812
686,3819
440,3820
111,3827
44,3828
810,3830
476,3851
747,3834
735,3835
375,3852
724,3840
395,3841
599,3844
668,3845
722,3848
109,3849
112,3850
666,3854
688,3856
29,3858
897,3859
69,3863
14,3867
234,3871
22,3873
826,3875
607,3876
392,3880
408,3890
704,3899
32,3903
13,3904
127,3906
719,3913
111,3920
880,3924
789,3932
624,3935
775,3936
384,3937
711,3939
121,3940
689,3941
789,3942
789,3945
407,3946
407,3948
383,3949
100,3952
411,3953
82,3955
11,3957
690,3958
668,3962
762,3963
142,3964
256,3968
689,3970
689,3971
749,3975
682,3984
235,3985
395,3986
101,3990
98,3991
100,3992
718,3994
389,3996
122,3998
106,4000
90,4001
397,4002
389,4004
375,4012
364,3703
706,3705
7,3717
75,3721
79,3740
414,3743
242,3752
239,3758
243,3761
143,3774
36,3783
106,3784
725,3785
710,3791
626,3793
618,3796
478,3817
655,3818
684,3825
327,3826
735,3839
835,3847
98,3862
707,3866
98,3868
398,3872
13,3874
789,3900
199,3912
834,3916
13,3922
404,3923
717,3925
117,3926
102,3928
85,3929
111,3931
240,3933
71,3934
618,3938
796,3943
666,3947
906,3950
412,3951
1007,3954
798,3959
590,3960
717,3961
395,3965
708,3967
19,3969
835,3976
412,3977
412,3978
677,3980
677,3981
381,3983
683,3987
724,3988
670,3989
76,3993
244,3995
666,3997
666,3999
487,4003
884,4005
937,4008
601,4009
690,4010
683,4011
806,4013
1004,3747
198,3751
690,3755
1005,3756
102,3757
412,3765
1017,3771
993,3775
704,3776
700,3778
670,3790
655,3792
395,3794
690,3795
719,3801
487,3802
671,3806
880,3809
438,3810
438,3813
690,3814
1146,3815
774,3816
690,3821
655,3822
440,3823
385,3824
704,3829
800,3833
111,3836
806,3837
18,3842
40,3843
993,3853
384,3855
700,3857
712,3860
487,3861
789,3864
704,3865
680,3869
664,3870
102,3877
711,3878
588,3879
882,3888
710,3889
713,3897
412,3898
487,3902
695,3905
394,3907
702,3908
790,3909
775,3910
789,3911
411,3914
667,3915
685,3917
880,3919
127,4014
912,4015
154,4016
14,4017
530,4018
682,4020
159,4023
435,4025
269,4029
561,4030
83,4032
260,4033
304,4034
460,4035
918,4037
1065,4039
1148,4040
501,4042
439,4043
685,4644
1011,4046
1017,4049
778,4050
261,4052
270,4611
74,4054
357,4055
303,4057
259,4058
279,4059
64,4060
727,4062
729,4063
1024,4064
1067,4065
1065,4066
548,4067
1149,4069
381,4072
228,4074
27,4076
754,4079
704,4081
762,4082
880,4085
621,4086
690,4089
395,4090
7,4093
711,4094
685,4095
411,4096
724,4097
702,4098
766,4099
393,4101
76,4103
121,4106
79,4108
80,4110
561,4111
623,4112
1018,4113
327,4114
66,4116
272,4117
53,4119
73,4127
791,4129
764,4131
280,4132
288,4134
67,4136
69,4137
24,4138
160,4139
793,4140
331,4141
160,4142
177,4144
75,4150
127,4152
167,4154
439,4155
177,4159
289,4163
52,4165
279,4166
500,4167
1026,4169
54,4170
19,4171
261,4172
473,4175
154,4177
73,4178
52,4182
65,4183
188,4185
273,4186
162,4188
69,4192
69,4194
65,4199
803,4202
82,4203
153,4204
13,4208
806,4209
160,4210
183,4211
279,4212
272,4213
39,4214
64,4218
391,4219
588,4223
53,4229
261,4232
64,4237
64,4239
286,4241
82,4243
870,4245
76,4247
880,4248
283,4249
1047,4250
875,4263
290,4268
873,4269
152,4275
826,4274
82,4276
46,4277
64,4280
267,4281
177,4282
136,4285
160,4290
79,4287
690,4293
55,4295
747,4296
563,4297
665,4306
69,4307
357,4309
492,4311
278,4315
75,4314
288,4316
67,4320
745,4321
901,4335
1152,4352
901,4379
834,4385
602,4386
598,4388
598,4389
661,4393
792,4394
404,4403
720,4404
709,4406
585,4408
329,4413
712,4415
719,4420
1154,4421
718,4423
721,4429
806,4432
711,4433
725,4435
689,4437
720,4440
708,4441
689,4444
666,4447
722,4450
834,4452
719,4453
806,4454
718,4455
689,4456
672,4457
437,4019
992,4041
74,4044
412,4083
660,4092
1155,4460
835,4464
13,4468
394,4469
690,4473
718,4475
721,4477
721,4486
1156,4489
879,4492
775,4493
672,4494
13,4495
435,4496
395,4497
807,4498
780,4499
383,4500
658,4501
487,4505
700,4503
487,4506
705,4507
381,4509
1074,4511
699,4512
695,4513
807,4514
713,4515
721,4516
666,4520
1039,4521
584,4523
713,4524
806,4526
408,4527
720,4529
440,4531
695,4534
700,4535
722,4536
937,4537
702,4538
700,4539
806,4540
384,4541
775,4542
937,4544
1157,4545
778,4553
700,4554
835,4556
1003,4557
1074,4559
1018,4562
709,4563
937,4564
806,4565
394,4566
806,4567
682,4568
440,4569
1018,4570
708,4572
1039,4573
695,4574
407,4575
695,4576
700,4577
806,4578
713,4579
806,4580
435,4581
787,4582
381,4583
291,4584
930,4588
279,4589
438,4590
583,4593
1159,4594
667,4595
547,4596
956,4597
1126,4603
75,4605
46,4607
920,4608
71,4609
293,4610
190,4612
727,4613
721,4615
1082,4616
154,4617
505,4618
963,4621
453,4622
884,4626
807,4627
306,4629
685,5279
1032,4632
425,4639
877,4640
525,4641
435,4647
807,4649
681,4654
1002,4655
1004,4658
676,4659
710,4661
789,4665
436,4666
690,4667
792,4668
1126,4669
683,4672
682,4679
384,4681
13,4684
1018,4685
411,4688
683,4689
690,4690
689,4692
911,4693
835,4706
1160,4709
835,4710
713,4711
706,4713
665,4715
783,4718
695,4722
670,4723
829,4724
717,4727
671,4736
1038,4742
704,4746
778,4749
937,4760
711,4762
679,4764
725,4766
668,4784
689,4785
695,4790
779,4792
689,4794
787,4797
719,4804
1166,4807
711,4809
689,4820
704,4822
689,4823
408,4831
666,4834
826,4835
327,4839
1167,4845
381,4850
660,4857
884,4860
774,4875
835,4878
775,4890
18,4900
702,4901
690,4905
689,4906
411,4908
578,4922
1074,4925
835,4927
487,4929
666,4930
327,4932
668,4936
629,4937
28,4021
1148,4022
65,4024
848,4026
73,4027
46,4028
111,4031
768,4036
282,4038
794,4047
398,4048
181,4051
153,4056
288,4061
386,4068
985,4070
725,4071
806,4073
96,4075
109,4077
714,4078
78,4080
670,4084
670,4091
775,4100
40,4102
954,4105
516,4107
49,4109
293,4115
700,4118
456,4120
453,4122
714,4123
169,4124
545,4125
358,4126
730,4128
877,4133
522,4135
932,4143
729,4145
455,4148
356,4149
690,4151
555,4153
529,4156
510,4157
1104,4158
913,4160
556,4164
268,4173
304,4174
525,4176
964,4179
555,4180
1030,4181
532,4184
73,4187
352,4190
357,4191
437,4193
916,4195
917,4196
544,4197
82,4198
877,4200
259,4205
537,4206
479,4207
556,4215
685,4217
550,4220
1065,4221
931,4222
877,4224
545,4225
954,4226
1151,4227
1076,4228
533,4230
1104,4231
857,4233
501,4234
537,4235
1133,4236
523,4238
983,4242
505,4244
963,4246
344,4251
775,4252
931,4253
493,4254
917,4255
730,4256
540,4257
552,4258
1079,4259
525,4260
529,4261
280,4262
690,4264
556,4265
532,4267
504,4270
502,4271
918,4272
555,4278
918,4279
918,4283
956,4284
550,4288
275,4289
685,4291
356,4292
461,4294
528,4298
775,4300
470,4301
765,4303
690,4308
529,4305
775,4310
458,4312
683,4317
954,4318
585,4319
690,4322
1152,4323
668,5756
354,4325
354,4326
353,4327
520,4329
668,5757
899,4331
690,4333
571,4334
571,4336
569,4337
571,4338
571,4339
671,4340
1153,4342
1153,4343
569,4344
899,4346
529,4347
901,4348
660,4349
566,4350
452,4351
409,4353
520,4354
1152,4355
306,4357
1206,5761
1164,5768
353,4360
520,4361
513,4362
571,4363
1152,4364
571,4365
306,4366
571,4367
566,4368
354,4369
993,4370
1072,5793
354,4372
354,4373
571,4374
629,5795
569,4376
571,4377
706,4803
901,4381
1152,4382
974,4383
571,4384
712,4387
408,4390
665,4391
403,4392
423,4395
1034,4396
351,4161
954,4168
318,4240
914,4302
520,4328
569,4332
306,4345
452,4356
1034,4397
616,5178
690,4399
585,4400
585,4401
403,4402
408,4405
806,4409
585,4410
604,4411
1074,4412
425,4414
708,4416
678,4417
1005,4418
712,4419
1074,4422
685,4614
708,4425
381,4426
1018,4428
717,4430
678,4431
584,4434
665,4436
689,4438
584,4439
679,4442
705,4443
681,4445
384,4446
406,4448
668,4449
1003,4451
678,4461
788,4462
435,4463
783,4465
1017,4466
487,4472
436,4476
679,4478
714,4480
707,4483
788,4485
713,4488
678,4490
912,4637
391,4653
722,4660
435,4673
779,4680
1002,4694
665,4699
689,4700
792,4701
18,4703
702,4704
670,4721
672,4732
690,4759
411,4768
407,4770
1039,4772
1074,4773
783,4775
806,4777
806,4778
710,4783
411,4786
783,4787
806,4796
690,4798
578,4800
695,4801
714,4805
671,4806
1001,4808
774,4812
1039,4816
721,4818
687,4821
690,4827
670,4830
584,4852
395,4853
783,4856
1169,4938
788,4940
632,4943
688,4944
706,4946
643,4948
660,4950
688,4953
1170,4954
704,4955
